序,时间,区,目的港,国家,中文,代,船,20G,E1,40G,E2,40H,E3,AE,20'GP(标准报价),40'GP(标准报价),40'HQ(标准报价),EBS,AE1,船期,港,中转港,中转,航程,起,止,内部备注,限重,快捷报价,,,
276,72518,西,FREETOWN,SIERRA LEONE,"弗里敦,塞拉利昂",M,CMA,1988,55,3263,110,3263,110,,2038,3363,3363,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,42,7-15,7-31,FAL1 5天免用箱,,Freetown CMA USD1988/3263 + EBS55/110，周日洋山阿尔赫西拉斯转42天，价格到7月31日已过期，紧供参考。,,,
277,72518,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",A,MSK,2850,60,5200,120,5200,120,,2850,5200,5200,60/120,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,52,8-01,8-19,,,Nouadhibou MSK USD2850/5200 + EBS60/120，周五洋山阿尔赫西拉斯转52天，价格到8月19日。,,,
278,72518,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",D,SAF,2850,60,5200,120,5200,120,,2850,5200,5200,60/120,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,47,8-01,8-19,AE6,,Nouadhibou SAF USD2850/5200 + EBS60/120，周五洋山阿尔赫西拉斯转47天，价格到8月19日。,,,
279,72518,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",B,MSC,2550,,4900,,4900,,,2575,4950,4950,,,周五,外港,VLC,瓦伦西亚,55,7-20,7-31,,,Nouadhibou MSC USD2550/4900，周五外港瓦伦西亚转55天，价格到7月31日已过期，紧供参考。,,,
280,72518,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",M,CMA,2838,55,5163,110,5163,110,,2888,5263,5263,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,44,7-15,7-31,FAL1 10天免用箱,,Nouadhibou CMA USD2838/5163 + EBS55/110，周日洋山阿尔赫西拉斯转44天，价格到7月31日已过期，紧供参考。,,,
281,72518,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",A,MSK,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周一,洋山,PORT SAID EAST,赛德东,44,8-01,8-19,,,Nouakchott MSK USD2350/4200 + EBS60/120，周一洋山赛德东转44天，价格到8月19日。,,,
282,72518,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",D,SAF,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,44,8-01,8-19,AE6,,Nouakchott SAF USD2350/4200 + EBS60/120，周五洋山阿尔赫西拉斯转44天，价格到8月19日。,,,
283,72518,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",B,MSC,2150,,4100,,4100,,,2175,4150,4150,,,周五,外港,VLC,瓦伦西亚,53/49,7-20,7-31,,,Nouakchott MSC USD2150/4100，周五外港瓦伦西亚转53/49天，价格到7月31日已过期，紧供参考。,,,
284,72518,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",M,CMA,2338,55,4163,110,4163,110,,2388,4263,4263,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,36,7-15,7-31,FAL1 10天免用箱,,Nouakchott CMA USD2338/4163 + EBS55/110，周日洋山阿尔赫西拉斯转36天，价格到7月31日已过期，紧供参考。,,,
285,72518,西,BOMA,CONGO,"博马,刚果(金)",L,NDS,2960,,5160,,5160,,,2960,5160,5160,,,周一,洋山,PNR,黑角,56,7-07,7-31,,,Boma NDS USD2960/5160，周一洋山黑角转56天，价格到7月31日已过期，紧供参考。,,,
286,72518,西,BOMA,CONGO,"博马,刚果(金)",M,CMA,2838,55,4763,110,4763,110,,2888,4863,4863,55/110,,周二,洋山,CMKBI,开瑞比,46,7-15,7-31,ASAF 32天免用箱,,Boma CMA USD2838/4763 + EBS55/110，周二洋山开瑞比转46天，价格到7月31日已过期，紧供参考。,,,
287,72518,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",E,COSCO,1860,60,2810,120,2810,120,,1885,2860,2860,60/120,,周二,洋山,DIR,直达,45,7-23,7-31,WAX4,,Pointe Noire COSCO USD1860/2810 + EBS60/120，周二洋山直达45天，价格到7月31日已过期，紧供参考。,,,
288,72518,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",M,CMA,1988,55,3263,110,3263,110,,2038,3363,3363,55/110,,周二,洋山,DIR,直达 ,36,7-15,7-31,ASAF 11天免用箱,,Pointe Noire CMA USD1988/3263 + EBS55/110，周二洋山直达36天，价格到7月31日已过期，紧供参考。,,,
289,72518,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",K,PIL,1960,,3210,,3210,,,2060,3410,3410,,,周一,洋山,DIR,直达,37,7-23,7-31,,,Pointe Noire PIL USD1960/3210，周一洋山直达37天，价格到7月31日已过期，紧供参考。,,,
290,72518,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",A,MSK,2450,60,4200,120,4200,120,,2450,4200,4200,60/120,,周二,洋山,DIR,直达,36,8-01,8-19,FEW6,,Pointe Noire MSK USD2450/4200 + EBS60/120，周二洋山直达36天，价格到8月19日。,,,
291,72518,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",D,SAF,2350,60,4000,120,4000,120,,2350,4000,4000,60/120,,周二,洋山,DIR,直达,36,8-01,8-19,FW6/AE2/AE5,,Pointe Noire SAF USD2350/4000 + EBS60/120，周二洋山直达36天，价格到8月19日。,,,
292,72518,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",L,NDS,2210,,3760,,3760,,,2210,3760,3760,,,周一,洋山,DIR,直达,37,7-07,7-31,,,Pointe Noire NDS USD2210/3760，周一洋山直达37天，价格到7月31日已过期，紧供参考。,,,
293,72518,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",A,MSK,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周一,洋山,PORT SAIDE EAST,赛德东,36,8-01,8-19,,,Praia MSK USD2350/4200 + EBS60/120，周一洋山赛德东转36天，价格到8月19日。,,,
294,72518,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",D,SAF,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周一/五,洋山,TPP/ALGECIRAS,丹绒巴士/阿尔赫西拉斯,42/38,8-01,8-19,AE7/AE6,,Praia SAF USD2350/4200 + EBS60/120，周一/五洋山丹绒巴士/阿尔赫西拉斯转42/38天，价格到8月19日。,,,
295,72518,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",B,MSC,2550,,4900,,4900,,,2575,4950,4950,,,周五,外港,VLC,瓦伦西亚,50/46,7-20,7-31,"Subj DTHC EUR115/170 for 20/40(can be CC,But need provide the confirmation by cnee at booking stage)",,Praia MSC USD2550/4900，周五外港瓦伦西亚转50/46天，价格到7月31日已过期，紧供参考。,,,
296,72518,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",M,CMA,3788,55,6663,110,6663,110,,3838,6763,6763,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,65,7-15,7-31,FAL1 7天免用箱,,Praia CMA USD3788/6663 + EBS55/110，周日洋山阿尔赫西拉斯转65天，价格到7月31日已过期，紧供参考。,,,
297,72518,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",O,BLINE,2600,50,4700,100,4700,100,,2600,4700,4700,50/100,,周二/周四,外港,Lexious,雷克纽斯,45,8-01,8-14,"需截ENS(USD25),箱东单",,Praia BLINE USD2600/4700 + EBS50/100，周二/周四外港雷克纽斯转45天，价格到8月14日已过期，紧供参考。,,,
298,72518,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",A,MSK,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,36,8-01,8-19,,,Mindelo MSK USD2350/4200 + EBS60/120，周五洋山阿尔赫西拉斯转36天，价格到8月19日。,,,
299,72518,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",D,SAF,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周二,洋山,ALGECIRAS,阿尔赫西拉斯,35,8-01,8-19,AE6,,Mindelo SAF USD2350/4200 + EBS60/120，周二洋山阿尔赫西拉斯转35天，价格到8月19日。,,,
300,72518,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",B,MSC,2550,,4900,,4900,,,2575,4950,4950,,,周五,外港,VLC,瓦伦西亚,48/44,7-20,7-31,Subj DTHC EUR115/170 for 20/40(can be CC),,Mindelo MSC USD2550/4900，周五外港瓦伦西亚转48/44天，价格到7月31日已过期，紧供参考。,,,
301,72518,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",M,CMA,3788,55,6663,110,6663,110,,3838,6763,6763,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,63,7-15,7-31,FAL1 7天免用箱,,Mindelo CMA USD3788/6663 + EBS55/110，周日洋山阿尔赫西拉斯转63天，价格到7月31日已过期，紧供参考。,,,
302,72518,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",O,BLINE,2600,50,4700,100,4700,100,,2600,4700,4700,50/100,,周二/周四,外港,Lexious,雷克纽斯,45,8-01,8-14,"需截ENS(USD25),箱东单",,Mindelo BLINE USD2600/4700 + EBS50/100，周二/周四外港雷克纽斯转45天，价格到8月14日已过期，紧供参考。,,,
303,72518,西,SAN PEDRO,IVORY COAST,"圣佩德港,科特迪瓦",A,MSK,2400,60,4100,120,4100,120,,2400,4100,4100,60/120,,周三,洋山,PTG,丹吉尔,51,8-01,8-19,,,San Pedro MSK USD2400/4100 + EBS60/120，周三洋山丹吉尔转51天，价格到8月19日。,,,
304,72518,西,SAN PEDRO,IVORY COAST,"圣佩德港,科特迪瓦",D,SAF,2300,60,3900,120,3900,120,,2300,3900,3900,60/120,,周三,洋山,ALGECIRAS,阿尔赫西拉斯,56,8-01,8-19,AE6,,San Pedro SAF USD2300/3900 + EBS60/120，周三洋山阿尔赫西拉斯转56天，价格到8月19日。,,,
305,72518,西,SAN PEDRO,IVORY COAST,"圣佩德港,科特迪瓦",B,MSC,1950,,3200,,3200,,,1975,3250,3250,,,周五,外港,TGLFW,洛美,45,7-20,7-31,"Subj SPD: EUR6/20GP,EUR12/40",,San Pedro MSC USD1950/3200，周五外港洛美转45天，价格到7月31日已过期，紧供参考。,,,
306,72518,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",A,MSK,1600,60,2700,120,2700,120,,1600,2700,2700,60/120,,周四,外港,DIR,直达,31,8-01,8-19,FEW2,,Walvis Bay MSK USD1600/2700 + EBS60/120，周四外港直达31天，价格到8月19日。,,,
307,72518,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",E,COSCO,1610,60,2710,120,2710,120,,1635,2760,2760,60/120,,周三,外港,DIR,直达,30,7-23,7-31,WAX3,,Walvis Bay COSCO USD1610/2710 + EBS60/120，周三外港直达30天，价格到7月31日已过期，紧供参考。,,,
308,72518,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",D,SAF,1600,60,2700,120,2700,120,,1600,2700,2700,60/120,,周四,外港,DIR,直达,31,8-01,8-19,FW2,,Walvis Bay SAF USD1600/2700 + EBS60/120，周四外港直达31天，价格到8月19日。,,,
309,72518,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",B,MSC,1150,,2300,,2300,,,1175,2350,2350,,,周五,外港,MUPLO,路易港,34,8-01,8-14,货重超过20T 加收USD100/TUE,20'GP ≧18T+USD200,Walvis Bay MSC USD1150/2300，周五外港路易港转34天，价格到8月14日已过期，紧供参考。,,,
310,72518,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",M,CMA,1638,55,2763,110,2763,110,,1688,2863,2863,55/110,,周四,外四,DIR,直达,32,7-15,7-31,WAX3 15天免用箱,,Walvis Bay CMA USD1638/2763 + EBS55/110，周四外四直达32天，价格到7月31日已过期，紧供参考。,,,
311,72518,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",K,PIL,1962,,3212,,3212,,,2062,3412,3412,,,周三,外港,DIR,直达,28,7-23,7-31,,,Walvis Bay PIL USD1962/3212，周三外港直达28天，价格到7月31日已过期，紧供参考。,,,
312,72518,西,LUDERITZ,NAMIBIA,"卢德立次,纳米比亚",A,MSK,2100,60,3400,120,3400,120,,2100,3400,3400,60/120,,周二,洋山,CAPE TOWN,开普敦,44,8-01,8-19,FEW6,,Luderitz MSK USD2100/3400 + EBS60/120，周二洋山开普敦转44天，价格到8月19日。,,,
313,72518,西,LUDERITZ,NAMIBIA,"卢德立次,纳米比亚",D,SAF,2000,60,3200,120,3200,120,,2000,3200,3200,60/120,,周二,洋山,CAPE TOWN,开普敦,44,8-01,8-19,FEW6,,Luderitz SAF USD2000/3200 + EBS60/120，周二洋山开普敦转44天，价格到8月19日。,,,
314,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",B,MSC,2070,,3820,,3820,,,2095,3870,3870,,,周五,外港,VLC,瓦伦西亚,41/37,7-20,7-31,subject to ISPS USD20/cntr SCC USD165/205(can be cc),,Dakar MSC USD2070/3820，周五外港瓦伦西亚转41/37天，价格到7月31日已过期，紧供参考。,,,
315,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",N,HPL,2200,55,3800,110,3800,110,,2225,3850,3850,55/110,,周六,洋山,ALG,阿尔赫西拉斯,55,8-01,8-14,"航线代码：FE4,免用箱14天 另加 TSD EUR15/30",,Dakar HPL USD2200/3800 + EBS55/110，周六洋山阿尔赫西拉斯转55天，价格到8月14日已过期，紧供参考。,,,
316,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",E,COSCO,2110,60,4010,120,4010,120,,2135,4060,4060,60/120,,周日,洋山,ALG,阿尔赫西拉斯,36,7-23,7-31,AEU2 ENS USD25/BL,,Dakar COSCO USD2110/4010 + EBS60/120，周日洋山阿尔赫西拉斯转36天，价格到7月31日已过期，紧供参考。,,,
317,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",H,ONE,2090,,3565,,3565,,,2115,3615,3615,,,周六,洋山,TANGIER,汤加,35,7-26,7-31,MD1  另加ENS USD30/BILL,,Dakar ONE USD2090/3565，周六洋山汤加转35天，价格到7月31日已过期，紧供参考。,,,
318,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",M,CMA,2338,55,4163,110,4163,110,,2388,4263,4263,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,34,7-15,7-31,FAL1 10天免用箱,,Dakar CMA USD2338/4163 + EBS55/110，周日洋山阿尔赫西拉斯转34天，价格到7月31日已过期，紧供参考。,,,
319,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",A,MSK,2367,60,4217,120,4217,120,,2367,4217,4217,60/120,,周1,洋山,PORT SAID EAST,赛德东,40,8-01,8-19,,,Dakar MSK USD2367/4217 + EBS60/120，周1洋山赛德东转40天，价格到8月19日。,,,
320,72518,西,DAKAR,SENEGAL,"达卡,塞内加尔",D,SAF,2350,60,4200,120,4200,120,,2350,4200,4200,60/120,,周一/五,洋山,PORT SAIDE EAST/ALGECIRAS,赛德西/阿尔赫西拉斯,36-38,8-01,8-19,AE7/AE6,,Dakar SAF USD2350/4200 + EBS60/120，周一/五洋山赛德西/阿尔赫西拉斯转36-38天，价格到8月19日。,,,
321,72518,西,NOUACHCHOTT,MAURETANIA,"努瓦克肖特,毛里塔尼亚",L,NDS,2810,,4960,,4960,,,2810,4960,4960,,,周一,洋山,LUANDA,卢安达,62,7-07,7-31,,,Nouachchott NDS USD2810/4960，周一洋山卢安达转62天，价格到7月31日已过期，紧供参考。,,,
322,72518,西,SAO TOME,Sao Tome and Principe,"圣多美,圣多美和普林西比",L,NDS,4610,,8110,,8110,,,4610,8110,8110,,,周一,洋山,PNR,黑角,51,7-07,7-31,,,Sao Tome NDS USD4610/8110，周一洋山黑角转51天，价格到7月31日已过期，紧供参考。,,,
323,72518,西,SAO TOME,Sao Tome and Principe,"圣多美,圣多美和普林西比",M,CMA,5838,55,11163,110,11163,110,,5888,11263,11263,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,87,7-15,7-31,FAL1,,Sao Tome CMA USD5838/11163 + EBS55/110，周日洋山阿尔赫西拉斯转87天，价格到7月31日已过期，紧供参考。,,,
324,72518,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",A,MSK,1425,60,2650,120,2675,120,ENS30,1450,2700,2725,60/120,,周三 周日,洋山,ALG,阿尔赫西拉斯,35,8-01,8-15,sbj to EBS,20'GP≧16T以上+$200,Agadir MSK USD1425/2650/2675 + EBS60/120 + ENS30/BILL，周三 周日洋山阿尔赫西拉斯转35天，价格到8月15日已过期，紧供参考。,,,
325,72518,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",D,SAF,1350,60,2500,120,2525,120,ENS30,1350,2500,2525,60/120,,周五,洋山,ALG,阿尔赫西拉斯,37,7-16,7-31,AE2,,Agadir SAF USD1350/2500/2525 + EBS60/120 + ENS30/BILL，周五洋山阿尔赫西拉斯转37天，价格到7月31日已过期，紧供参考。,,,
326,72518,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",M,CMA,1500,55,2800,110,2875,110,ENS30,1550,2900,2975,55/110,,周日,洋山,ALG,阿尔赫西拉斯,34,7-15,7-31,FAL1,,Agadir CMA USD1500/2800/2875 + EBS55/110 + ENS30/BILL，周日洋山阿尔赫西拉斯转34天，价格到7月31日已过期，紧供参考。,,,
327,72518,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",B,MSC,2150,,4200,,4250,,ENS30,2150,4200,4250,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,48,8-01,8-14,,,Agadir MSC USD2150/4200/4250 + ENS30/BILL，周日洋山沙特的阿卜杜拉国王港转48天，价格到8月14日已过期，紧供参考。,,,
328,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",A,MSK,1325,60,2550,120,2575,120,ENS30,1350,2600,2625,60/120,,周三 周日,洋山,TAN,丹吉尔,31,8-01,8-15,sbj to EBS,20'GP≧16T以上+$200,Casablanca MSK USD1325/2550/2575 + EBS60/120 + ENS30/BILL，周三 周日洋山丹吉尔转31天，价格到8月15日已过期，紧供参考。,,,
329,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",D,SAF,1250,60,2400,120,2425,120,ENS30,1250,2400,2425,60/120,,周三,洋山,TAN,丹吉尔,30,7-16,7-31,AE5,,Casablanca SAF USD1250/2400/2425 + EBS60/120 + ENS30/BILL，周三洋山丹吉尔转30天，价格到7月31日已过期，紧供参考。,,,
330,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",M,CMA,1450,55,2700,110,2775,110,ENS30,1500,2800,2875,55/110,,周日,洋山,ALG,阿尔赫西拉斯,27,7-15,7-31,FAL1,,Casablanca CMA USD1450/2700/2775 + EBS55/110 + ENS30/BILL，周日洋山阿尔赫西拉斯转27天，价格到7月31日已过期，紧供参考。,,,
331,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",E,COSCO,1450,,2800,,2850,,ENS30,1450,2800,2850,,,周四/周六/周一,洋山,VAL/ALG/Barcelona,瓦伦西亚/阿尔赫西拉斯/巴塞罗那,30-44,8-01,8-14,ENS USD25/BL AEM1/AEM2/AEU2 ,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Casablanca COSCO USD1450/2800/2850 + ENS30/BILL，周四/周六/周一洋山瓦伦西亚/阿尔赫西拉斯/巴塞罗那转30-44天，价格到8月14日已过期，紧供参考。,,,
332,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",C,EMC,1650,,2900,,2900,,ENS30,1650,2900,2900,,,周一/周四,洋山,VLC,瓦伦西亚,35/42,7-15,7-31,ENS USD30,超重費2SD >=18T  USD200 2SD>=21T USD400,Casablanca EMC USD1650/2900 + ENS30/BILL，周一/周四洋山瓦伦西亚转35/42天，价格到7月31日已过期，紧供参考。,,,
333,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",P,OOCL,1525,55,2850,110,2900,110,ENS30,1525,2850,2900,55/110,,周一,洋山,VLC,瓦伦西亚,36,7-15,7-31,另加ENS USD30/BILL,,Casablanca OOCL USD1525/2850/2900 + EBS55/110 + ENS30/BILL，周一洋山瓦伦西亚转36天，价格到7月31日已过期，紧供参考。,,,
334,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",N,HPL,1150,55,2200,110,2200,110,ENS30,1150,2200,2200,55/110,,周六,洋山,PORT TANGIER,丹吉尔,37,7-15,7-31,MD1 另加ENS USD35/BILL,小箱货重超过24吨及以上，收取USD250超重费,Casablanca HPL USD1150/2200 + EBS55/110 + ENS30/BILL，周六洋山丹吉尔转37天，价格到7月31日已过期，紧供参考。,,,
335,72518,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",B,MSC,1475,,2850,,2900,,ENS30,1475,2850,2900,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,35,8-01,8-14,,,Casablanca MSC USD1475/2850/2900 + ENS30/BILL，周日洋山沙特的阿卜杜拉国王港转35天，价格到8月14日已过期，紧供参考。,,,
336,72518,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",A,MSK,1325,60,2550,120,2575,120,ENS30,1350,2600,2625,60/120,,周三 周日,洋山,DIR,直达,24,8-01,8-15,sbj to EBS,20'GP≧16T以上+$200,Port Tangier MSK USD1325/2550/2575 + EBS60/120 + ENS30/BILL，周三 周日洋山直达24天，价格到8月15日已过期，紧供参考。,,,
337,72518,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",D,SAF,1250,60,2400,120,2425,120,ENS30,1250,2400,2425,60/120,,周五,洋山,DIR,直达,23,7-16,7-31,AE5,,Port Tangier SAF USD1250/2400/2425 + EBS60/120 + ENS30/BILL，周五洋山直达23天，价格到7月31日已过期，紧供参考。,,,
338,72518,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",P,OOCL,1525,55,2850,110,2900,110,ENS30,1525,2850,2900,55/110,,周一,洋山,VLC,瓦伦西亚,38,7-15,7-31,另加ENS USD30/BILL,,Port Tangier OOCL USD1525/2850/2900 + EBS55/110 + ENS30/BILL，周一洋山瓦伦西亚转38天，价格到7月31日已过期，紧供参考。,,,
339,72518,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",N,HPL,1150,55,2200,110,2200,110,ENS30,1150,2200,2200,55/110,,周六,洋山,DIR,直达,31,7-15,7-31,MD1 另加ENS USD35/BILL 港口显示：TANGER MED ,小箱货重超过24吨及以上，收取USD250超重费,Port Tangier HPL USD1150/2200 + EBS55/110 + ENS30/BILL，周六洋山直达31天，价格到7月31日已过期，紧供参考。,,,
340,72518,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",M,CMA,1450,55,2700,110,2775,110,ENS30,1500,2800,2875,55/110,,周日,洋山,ALG,阿尔赫西拉斯,30,7-25,7-31,FAL1,,Port Tangier CMA USD1450/2700/2775 + EBS55/110 + ENS30/BILL，周日洋山阿尔赫西拉斯转30天，价格到7月31日已过期，紧供参考。,,,
341,72518,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",A,MSK,1575,60,2950,120,3000,120,ENS30,1600,3000,3050,60/120,,周日,洋山,MLT,马耳他,37,8-01,8-15,sbj to EBS,20'GP≧16T以上+$200,Alger MSK USD1575/2950/3000 + EBS60/120 + ENS30/BILL，周日洋山马耳他转37天，价格到8月15日已过期，紧供参考。,,,
342,72518,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",E,COSCO,1500,,3000,,3050,,ENS30,1500,3000,3050,,,周日,洋山,PIR/VLC,比雷埃夫斯/瓦伦西亚,33-39,8-01,8-14,"ENS USD25/BL ISPS USD8/BOX不同码头航线不同,订舱前请确认 AAD01/AAD03 AEM5 via Piraeus，AAD05 via Valencia",小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Alger COSCO USD1500/3000/3050 + ENS30/BILL，周日洋山比雷埃夫斯/瓦伦西亚转33-39天，价格到8月14日已过期，紧供参考。,,,
343,72518,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",M,CMA,1775,55,3350,110,3425,110,ENS30,1850,3500,3575,55/110,,周一,洋山,MLT,马耳他,36,7-25,7-31,DRY PORT/SEA PORT 都可,,Alger CMA USD1775/3350/3425 + EBS55/110 + ENS30/BILL，周一洋山马耳他转36天，价格到7月31日已过期，紧供参考。,,,
344,72518,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",C,EMC,1700,,3000,,3000,,ENS30,1700,3000,3000,,,1/4/7,洋山,PIR,比雷埃夫斯,35/37/45,7-15,7-31,"ENS USD30 默认DRY PORT,可申请SEA PORT",超重費2SD >=18T  USD200 2SD>=21T USD400,Alger EMC USD1700/3000 + ENS30/BILL，1/4/7洋山比雷埃夫斯转35/37/45天，价格到7月31日已过期，紧供参考。,,,
